ID,CASRN,Name,ChemSpiderID,MolecularFormula,VerticeSet,EdgeSet,NumHydrogenSet,amine,nitrile,imine,sulfide,thiol,halide_F,halide_Cl,halide_Br,halide_I,phosphate,alcohol,carboxylic_acid,acid_halide_F,acid_halide_Cl,acid_halide_Br,ester,anhydride,imide_0,imide_1,amide_0,amide_1,amide_2,isocyanate,aldehyde,ketone,benzene
3571,137-19-9,"4,6-dichlororesorcinol",60631,C6H4Cl2O2,"['Cl1', 'C1', 'C2', 'C3', 'Cl2', 'C4', 'C5', 'C6', 'O1', 'O2']","[('Cl1', 'C1'), ('C1', 'C2'), ('C1', 'C6'), ('C1', 'C6'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'Cl2'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C4', 'O2'), ('C5', 'C6'), ('C6', 'O1')]","[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3573,137-26-8,Thiram,5256,C6H12N2S4,"['C1', 'N1', 'C2', 'C3', 'S1', 'S2', 'S3', 'C4', 'N2', 'C5', 'C6', 'S4']","[('C1', 'N1'), ('N1', 'C2'), ('N1', 'C3'), ('C3', 'S1'), ('C3', 'S1'), ('C3', 'S2'), ('S2', 'S3'), ('S3', 'C4'), ('C4', 'N2'), ('C4', 'S4'), ('C4', 'S4'), ('N2', 'C5'), ('N2', 'C6')]","[3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3576,137-32-6,2-Methylbutan-1-ol,8398,C5H12O,"['C1', 'O1', 'C2', 'C3', 'C4', 'C5']","[('C1', 'C4'), ('C1', 'O1'), ('C2', 'C4'), ('C2', 'C3'), ('C4', 'C5')]","[2, 1, 2, 3, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3578,137-43-9,Bromocyclopentane,8400,C5H9Br,"['C1', 'C2', 'C3', 'C4', 'C5', 'Br1']","[('C1', 'C2'), ('C1', 'C5'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'Br1')]","[2, 2, 2, 1, 2, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3582,137-50-8,"4,6-Diaminobenzene-1,3-disulfonic acid",60635,C6H8N2O6S2,"['S1', 'S2', 'O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6']","[('S1', 'O1'), ('S1', 'O3'), ('S1', 'O3'), ('S1', 'O4'), ('S1', 'O4'), ('S1', 'C1'), ('S2', 'O2'), ('S2', 'O5'), ('S2', 'O5'), ('S2', 'O6'), ('S2', 'O6'), ('S2', 'C2'), ('N1', 'C4'), ('N2', 'C5'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C5'), ('C2', 'C3'), ('C2', 'C4'), ('C2', 'C4'), ('C4', 'C6'), ('C5', 'C6'), ('C5', 'C6')]","[0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3583,137-51-9,"Aniline-2,4-disulfonic acid",60636,C6H7NO6S2,"['N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'S1', 'O1', 'O2', 'O3', 'S2', 'O4', 'O5', 'O6']","[('N1', 'C1'), ('C1', 'C2'), ('C1', 'C6'), ('C1', 'C6'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C4', 'S2'), ('C5', 'C6'), ('C6', 'S1'), ('S1', 'O1'), ('S1', 'O1'), ('S1', 'O2'), ('S1', 'O2'), ('S1', 'O3'), ('S2', 'O4'), ('S2', 'O4'), ('S2', 'O5'), ('S2', 'O5'), ('S2', 'O6'), ('O6', 'O5')]","[2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3584,137-52-0,N-(5-Chloro-2-methoxyphenyl)-3-hydroxy-2-naphthamide,60637,C18H14ClNO3,"['Cl1', 'O1', 'O2', 'O3', 'N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18']","[('Cl1', 'C16'), ('O1', 'C5'), ('O2', 'C13'), ('O2', 'C18'), ('O3', 'C7'), ('O3', 'C7'), ('N1', 'C7'), ('N1', 'C10'), ('C1', 'C2'), ('C1', 'C4'), ('C1', 'C8'), ('C1', 'C8'), ('C2', 'C6'), ('C2', 'C9'), ('C2', 'C9'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C5'), ('C3', 'C7'), ('C5', 'C6'), ('C5', 'C6'), ('C8', 'C11'), ('C9', 'C12'), ('C10', 'C13'), ('C10', 'C13'), ('C10', 'C14'), ('C11', 'C12'), ('C11', 'C12'), ('C13', 'C15'), ('C14', 'C16'), ('C14', 'C16'), ('C15', 'C17'), ('C15', 'C17'), ('C16', 'C17')]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3585,137-58-6,Lidocaine,3548,C14H22N2O,"['C1', 'C2', 'N1', 'C3', 'C4', 'C5', 'C6', 'N2', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'O1']","[('C1', 'C2'), ('C2', 'N1'), ('N1', 'C3'), ('N1', 'C5'), ('C3', 'C4'), ('C5', 'C6'), ('C6', 'N2'), ('C6', 'O1'), ('C6', 'O1'), ('N2', 'C7'), ('C7', 'C8'), ('C7', 'C8'), ('C7', 'C13'), ('C8', 'C9'), ('C8', 'C10'), ('C10', 'C11'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'C13'), ('C12', 'C13'), ('C13', 'C14')]","[3, 2, 0, 2, 3, 2, 0, 1, 0, 0, 3, 1, 1, 1, 0, 3, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3586,137-64-4,2-Chloro-5-chlorosulfonyl-benzoic acid,60638,C7H4Cl2O4S,"['O1', 'C1', 'O2', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'Cl1', 'S1', 'O3', 'O4', 'Cl2']","[('O1', 'C1'), ('C1', 'O2'), ('C1', 'O2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'C7'), ('C2', 'C7'), ('C3', 'C4'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'S1'), ('C5', 'C6'), ('C5', 'C6'), ('C6', 'C7'), ('C7', 'Cl1'), ('S1', 'O3'), ('S1', 'O3'), ('S1', 'O4'), ('S1', 'O4'), ('S1', 'Cl2')]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3587,137-65-5,2-Amino-5-sulfamoylbenzoic acid,60639,C7H8N2O4S,"['S1', 'O1', 'O2', 'O3', 'O4', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7']","[('S1', 'O1'), ('S1', 'O1'), ('S1', 'O2'), ('S1', 'O2'), ('S1', 'N1'), ('S1', 'C1'), ('O3', 'C7'), ('O4', 'C7'), ('O4', 'C7'), ('N2', 'C4'), ('C1', 'C2'), ('C1', 'C2'), ('C1', 'C5'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C7'), ('C4', 'C6'), ('C5', 'C6'), ('C5', 'C6')]","[0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3588,137-66-6,Ascorbyl palmitate,16736579,C22H38O7,"['O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'O7', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22']","[('O1', 'C1'), ('O1', 'C4'), ('O2', 'C2'), ('O3', 'C3'), ('O4', 'C4'), ('O4', 'C4'), ('C5', 'O5'), ('O6', 'C6'), ('O6', 'C7'), ('O7', 'C7'), ('O7', 'C7'), ('C1', 'C2'), ('C1', 'C5'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'C4'), ('C5', 'C6'), ('C7', 'C8'), ('C8', 'C9'), ('C9', 'C10'), ('C10', 'C11'), ('C11', 'C12'), ('C12', 'C13'), ('C13', 'C14'), ('C14', 'C15'), ('C15', 'C16'), ('C16', 'C17'), ('C17', 'C18'), ('C18', 'C19'), ('C19', 'C20'), ('C20', 'C21'), ('C21', 'C22')]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3589,137-89-3,Dioctyl isophthalate,8405,C24H38O4,"['O1', 'O2', 'O3', 'O4', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24']","[('O1', 'C9'), ('O1', 'C17'), ('O2', 'C10'), ('O2', 'C18'), ('O3', 'C17'), ('O3', 'C17'), ('O4', 'C18'), ('O4', 'C18'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C9'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C10'), ('C3', 'C7'), ('C4', 'C8'), ('C5', 'C13'), ('C6', 'C14'), ('C7', 'C11'), ('C8', 'C12'), ('C11', 'C15'), ('C12', 'C16'), ('C17', 'C19'), ('C18', 'C20'), ('C19', 'C21'), ('C19', 'C21'), ('C19', 'C22'), ('C20', 'C21'), ('C20', 'C23'), ('C20', 'C23'), ('C22', 'C24'), ('C22', 'C24'), ('C23', 'C24')]","[0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3590,137-97-3,"1,3-Bis(o-tolyl)thiourea",599522,C15H16N2S,"['S1', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15']","[('S1', 'C7'), ('S1', 'C7'), ('N1', 'C1'), ('N1', 'C7'), ('N2', 'C2'), ('N2', 'C7'), ('C1', 'C3'), ('C1', 'C5'), ('C1', 'C5'), ('C2', 'C4'), ('C2', 'C6'), ('C2', 'C6'), ('C3', 'C8'), ('C3', 'C8'), ('C3', 'C10'), ('C4', 'C9'), ('C4', 'C9'), ('C4', 'C11'), ('C5', 'C12'), ('C6', 'C13'), ('C8', 'C14'), ('C9', 'C15'), ('C12', 'C14'), ('C12', 'C14'), ('C13', 'C15'), ('C13', 'C15')]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 3, 3, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3591,137-99-5,"2,4-Dinonylphenol",8406,C24H42O,"['O1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22', 'C23', 'C24']","[('O1', 'C19'), ('C1', 'C2'), ('C1', 'C5'), ('C2', 'C7'), ('C3', 'C4'), ('C3', 'C6'), ('C4', 'C8'), ('C5', 'C9'), ('C6', 'C10'), ('C7', 'C11'), ('C8', 'C12'), ('C9', 'C13'), ('C10', 'C14'), ('C11', 'C15'), ('C12', 'C16'), ('C13', 'C17'), ('C13', 'C19'), ('C13', 'C19'), ('C14', 'C17'), ('C14', 'C17'), ('C14', 'C21'), ('C15', 'C18'), ('C16', 'C20'), ('C18', 'C23'), ('C19', 'C22'), ('C20', 'C24'), ('C21', 'C22'), ('C21', 'C22')]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3592,138-08-9,Phosphoenolpyruvic acid,980,C3H5O6P,"['C1', 'C2', 'C3', 'O1', 'O2', 'O3', 'P1', 'O4', 'O5', 'O6']","[('C1', 'C2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'O3'), ('C3', 'O1'), ('C3', 'O1'), ('C3', 'O2'), ('O3', 'P1'), ('P1', 'O4'), ('P1', 'O5'), ('P1', 'O6'), ('P1', 'O6')]","[2, 0, 0, 0, 1, 0, 0, 1, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3593,138-15-8,Glu HCl,2006073,C5H10ClNO4,"['Cl1', 'N1', 'C1', 'C2', 'C3', 'C4', 'O1', 'O2', 'C5', 'O3', 'O4']","[('N1', 'C1'), ('C1', 'C2'), ('C1', 'C5'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'O1'), ('C4', 'O2'), ('C4', 'O2'), ('C5', 'O3'), ('C5', 'O4'), ('C5', 'O4')]","[1, 2, 1, 2, 2, 0, 1, 0, 0, 1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3594,138-22-7,n-Butyl lactate,8409,C7H14O3,"['C1', 'C2', 'C3', 'C4', 'O1', 'C5', 'O2', 'C6', 'C7', 'O3']","[('C1', 'C2'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'O1'), ('O1', 'C5'), ('C5', 'O2'), ('C5', 'O2'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'O3')]","[3, 2, 2, 2, 0, 0, 0, 1, 3, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3597,138-25-0,"1,3-DIMETHYL 5-SULFOISOPHTHALATE",60642,C10H10O7S,"['S1', 'O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'O7', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10']","[('S1', 'O1'), ('S1', 'O4'), ('S1', 'O4'), ('S1', 'O5'), ('S1', 'O5'), ('S1', 'C1'), ('O2', 'C7'), ('O2', 'C9'), ('O3', 'C8'), ('O3', 'C10'), ('O6', 'C7'), ('O6', 'C7'), ('O7', 'C8'), ('O7', 'C8'), ('C1', 'C4'), ('C1', 'C4'), ('C1', 'C5'), ('C2', 'C5'), ('C2', 'C5'), ('C2', 'C6'), ('C2', 'C7'), ('C3', 'C4'), ('C3', 'C6'), ('C3', 'C6'), ('C3', 'C8')]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3598,138-28-3,4-Amino-3-methoxyphenylazobenzene sulfonic acid,60643,C13H13N3O4S,"['C1', 'O1', 'C2', 'C3', 'C4', 'N1', 'N2', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'S1', 'O2', 'O3', 'O4', 'C11', 'C12', 'C13', 'N3']","[('C1', 'O1'), ('O1', 'C2'), ('C2', 'C3'), ('C2', 'C13'), ('C2', 'C13'), ('C3', 'C4'), ('C3', 'C4'), ('C4', 'N1'), ('C4', 'C11'), ('N1', 'N2'), ('N1', 'N2'), ('N2', 'C5'), ('C5', 'C6'), ('C5', 'C10'), ('C5', 'C10'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C8', 'C9'), ('C8', 'C9'), ('C9', 'C10'), ('C9', 'S1'), ('S1', 'O2'), ('S1', 'O2'), ('S1', 'O3'), ('S1', 'O3'), ('S1', 'O4'), ('C11', 'C12'), ('C11', 'C12'), ('C12', 'C13'), ('C13', 'N3')]","[3, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
3599,138-30-7,3-Hydrazinobenzenesulfonic acid,60644,C6H8N2O3S,"['N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'S1', 'O1', 'O2', 'O3']","[('N1', 'N2'), ('N2', 'C1'), ('C1', 'C2'), ('C1', 'C6'), ('C1', 'C6'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'S1'), ('S1', 'O1'), ('S1', 'O1'), ('S1', 'O2'), ('S1', 'O2'), ('S1', 'O3')]","[2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3601,138-41-0,carzenide,8410,C7H7NO4S,"['O1', 'C1', 'O2', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'S1', 'O3', 'O4', 'N1']","[('O1', 'C1'), ('C1', 'O2'), ('C1', 'O2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'C3'), ('C2', 'C7'), ('C3', 'C4'), ('C4', 'C5'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'S1'), ('C6', 'C7'), ('C6', 'C7'), ('S1', 'O3'), ('S1', 'O3'), ('S1', 'O4'), ('S1', 'O4'), ('S1', 'N1')]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
3603,138-52-3,D-(??-Salicin,388601,C13H18O7,"['O1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'O2', 'C8', 'C9', 'O3', 'C10', 'C11', 'C12', 'O4', 'O5', 'C13', 'O6', 'O7']","[('O1', 'C1'), ('C1', 'C2'), ('C1', 'C2'), ('C2', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C6'), ('C6', 'C1'), ('C2', 'C7'), ('C7', 'O2'), ('C8', 'C9'), ('C9', 'C12'), ('C12', 'O3'), ('O3', 'C10'), ('C10', 'C11'), ('C11', 'C8'), ('C12', 'O1'), ('C9', 'O4'), ('C8', 'O5'), ('C10', 'C13'), ('C13', 'O7'), ('C11', 'O6')]","[0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3604,138-84-1,Aminobenzoate Potassium,8415,C7H6KNO2,"['K1', 'O1', 'O2', 'N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7']","[('O1', 'C2'), ('O2', 'C2'), ('O2', 'C2'), ('N1', 'C5'), ('C1', 'C2'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C4'), ('C3', 'C6'), ('C4', 'C7'), ('C4', 'C7'), ('C5', 'C6'), ('C5', 'C6'), ('C5', 'C7')]","[1, 1, 0, 2, 0, 0, 1, 1, 0, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3606,138-86-3,(?)-Limonene,20939,C10H16,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10']","[('C1', 'C2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'C4'), ('C4', 'C5'), ('C4', 'C10'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C7', 'C9'), ('C9', 'C10')]","[2, 0, 3, 1, 2, 1, 0, 3, 2, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
3607,138-87-4,?-TERPINEOL,8418,C10H18O,"['C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'O1', 'C8', 'C9', 'C10']","[('C1', 'C2'), ('C1', 'C2'), ('C2', 'C3'), ('C2', 'C10'), ('C3', 'C4'), ('C3', 'C9'), ('C4', 'C5'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'O1'), ('C6', 'C8'), ('C8', 'C9')]","[2, 0, 1, 2, 2, 0, 3, 1, 2, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3608,138-89-6,"P-NITROSO-N,N-DIMETHYLANILINE",8419,C8H10N2O,"['C1', 'N1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'N2', 'O1']","[('C1', 'N1'), ('N1', 'C2'), ('N1', 'C3'), ('C3', 'C4'), ('C3', 'C4'), ('C3', 'C8'), ('C4', 'C5'), ('C5', 'C6'), ('C5', 'C6'), ('C6', 'C7'), ('C6', 'N2'), ('C7', 'C8'), ('C7', 'C8'), ('N2', 'O1'), ('N2', 'O1')]","[3, 0, 3, 0, 1, 1, 0, 1, 1, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3609,138-91-0,Perillartine,4510367,C10H15NO,"['O1', 'N1', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10']","[('O1', 'N1'), ('N1', 'C9'), ('N1', 'C9'), ('C1', 'C2'), ('C1', 'C3'), ('C1', 'C6'), ('C2', 'C4'), ('C3', 'C7'), ('C4', 'C5'), ('C5', 'C7'), ('C5', 'C7'), ('C5', 'C9'), ('C6', 'C8'), ('C6', 'C10'), ('C6', 'C10')]","[1, 0, 1, 2, 2, 2, 0, 0, 1, 3, 1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,
3616,139-13-9,nitrilotriacetic acid,8428,C6H9NO6,"['C1', 'C2', 'O1', 'O2', 'N1', 'C3', 'C4', 'O3', 'O4', 'C5', 'C6', 'O5', 'O6']","[('C1', 'C2'), ('C1', 'N1'), ('C2', 'O1'), ('C2', 'O1'), ('C2', 'O2'), ('N1', 'C3'), ('N1', 'C5'), ('C3', 'C4'), ('C4', 'O3'), ('C4', 'O3'), ('C4', 'O4'), ('C5', 'C6'), ('C6', 'O5'), ('C6', 'O5'), ('C6', 'O6')]","[2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3617,139-25-3,"3,3??Dimethyldiphenyl methane-4,4??diisocyanate",55042,C17H14N2O2,"['O1', 'O2', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17']","[('O1', 'C16'), ('O1', 'C16'), ('O2', 'C17'), ('O2', 'C17'), ('N1', 'C10'), ('N1', 'C16'), ('N1', 'C16'), ('N2', 'C11'), ('N2', 'C17'), ('N2', 'C17'), ('C1', 'C2'), ('C1', 'C3'), ('C2', 'C4'), ('C2', 'C4'), ('C2', 'C8'), ('C3', 'C5'), ('C3', 'C5'), ('C3', 'C9'), ('C4', 'C6'), ('C5', 'C7'), ('C6', 'C10'), ('C6', 'C10'), ('C6', 'C14'), ('C7', 'C11'), ('C7', 'C11'), ('C7', 'C15'), ('C8', 'C12'), ('C8', 'C12'), ('C9', 'C13'), ('C9', 'C13'), ('C10', 'C12'), ('C11', 'C13')]","[0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 3, 3, 0, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,
3620,139-40-2,propazine,4768,C9H16ClN5,"['C1', 'C2', 'C3', 'N1', 'C4', 'N2', 'C5', 'Cl1', 'N3', 'C6', 'N4', 'C7', 'C8', 'C9', 'N5']","[('C1', 'C2'), ('C2', 'C3'), ('C2', 'N1'), ('N1', 'C4'), ('N1', 'C4'), ('C4', 'N2'), ('C4', 'N5'), ('N2', 'C5'), ('N2', 'C5'), ('C5', 'Cl1'), ('C5', 'N3'), ('N3', 'C6'), ('C6', 'N4'), ('C6', 'N4'), ('C6', 'N5'), ('N4', 'C7'), ('C7', 'C8'), ('C7', 'C9')]","[3, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 3, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3624,139-45-7,Tripropionin,8433,C12H20O6,"['O1', 'O2', 'O3', 'O4', 'O5', 'O6', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12']","[('O1', 'C1'), ('O1', 'C4'), ('O2', 'C2'), ('O2', 'C6'), ('O3', 'C3'), ('O3', 'C7'), ('O4', 'C4'), ('O4', 'C4'), ('O5', 'C6'), ('O5', 'C6'), ('O6', 'C7'), ('O6', 'C7'), ('C1', 'C2'), ('C1', 'C3'), ('C4', 'C5'), ('C5', 'C10'), ('C6', 'C8'), ('C7', 'C9'), ('C8', 'C11'), ('C9', 'C12')]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2, 0, 0, 2, 2, 3, 3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,
3625,139-59-3,4-Phenoxyaniline,8434,C12H11NO,"['N1', 'C1', 'C2', 'C3', 'C4', 'O1', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12']","[('N1', 'C1'), ('C1', 'C2'), ('C1', 'C12'), ('C1', 'C12'), ('C2', 'C3'), ('C2', 'C3'), ('C3', 'C4'), ('C4', 'O1'), ('C4', 'C11'), ('C4', 'C11'), ('O1', 'C5'), ('C5', 'C6'), ('C5', 'C10'), ('C5', 'C10'), ('C6', 'C7'), ('C6', 'C7'), ('C7', 'C8'), ('C8', 'C9'), ('C8', 'C9'), ('C9', 'C10'), ('C11', 'C12')]","[2, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3626,139-60-6,"n,n??bis(5-methylheptan-3-yl)benzene-1,4-diamine",84955,C22H40N2,"['N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'C19', 'C20', 'C21', 'C22']","[('N1', 'C1'), ('N1', 'C13'), ('N2', 'C2'), ('N2', 'C14'), ('C1', 'C3'), ('C1', 'C7'), ('C2', 'C4'), ('C2', 'C8'), ('C3', 'C5'), ('C4', 'C6'), ('C5', 'C9'), ('C5', 'C11'), ('C6', 'C10'), ('C6', 'C12'), ('C7', 'C15'), ('C8', 'C16'), ('C9', 'C17'), ('C10', 'C18'), ('C13', 'C19'), ('C13', 'C19'), ('C13', 'C21'), ('C14', 'C20'), ('C14', 'C20'), ('C14', 'C22'), ('C19', 'C20'), ('C21', 'C22'), ('C21', 'C22')]","[1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 3, 3, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
3627,139-65-1,"4,4'-Thiodianiline",8435,C12H12N2S,"['S1', 'N1', 'N2', 'C1', 'C2', 'C3', 'C4', 'C5', 'C6', 'C7', 'C8', 'C9', 'C10', 'C11', 'C12']","[('S1', 'C1'), ('S1', 'C2'), ('N1', 'C7'), ('N2', 'C8'), ('C1', 'C3'), ('C1', 'C3'), ('C1', 'C5'), ('C2', 'C4'), ('C2', 'C4'), ('C2', 'C6'), ('C3', 'C9'), ('C4', 'C10'), ('C5', 'C11'), ('C5', 'C11'), ('C6', 'C12'), ('C6', 'C12'), ('C7', 'C9'), ('C7', 'C9'), ('C7', 'C11'), ('C8', 'C10'), ('C8', 'C10'), ('C8', 'C12')]","[0, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,
