molecule_id,chemSpiderId,len_molecule,valid_prob,sol_prob,d_min,d_min_cl,find_rate
179,2005981,4,1.0,0.99996,1.3333333333333335,1.3333333333333335,1.0
309,6123,4,1.0,0.970995,1.3333333333333335,1.3333333333333335,1.0
1728,7563,4,1.0,0.999899,1.3333333333333335,1.3333333333333335,1.0
1729,7564,4,1.0,0.984517,1.3333333333333335,1.3333333333333335,1.0
1730,13835977,4,1.0,0.999961,1.3333333333333335,1.3333333333333335,1.0
1732,13835550,4,1.0,0.999909,1.3333333333333335,1.3333333333333335,1.0
3019,13835336,4,1.0,0.99996,1.3333333333333335,1.3333333333333335,1.0
2696,512,4,1.0,0.999825,1.4142135623730951,1.4142135623730951,1.0
1720,11719,4,1.0,0.999876,1.4142135623730951,1.4142135623730951,1.0
308,6122,4,1.0,0.999876,1.4142135623730951,1.4142135623730951,1.0
3168,558928,4,1.0,0.999892,1.9436506316151003,1.9436506316151003,1.0
1724,13836674,4,1.0,0.999826,1.6666666666666667,1.6666666666666667,1.0
3197,8895,4,1.0,0.999999,1.6666666666666667,1.6666666666666667,1.0
1727,31029,4,1.0,0.999725,1.4142135623730951,1.4142135623730951,1.0
317,6131,4,1.0,1.0,2.23606797749979,2.23606797749979,1.0
232,659,4,1.0,0.99969,1.4142135623730951,1.4142135623730951,1.0
307,6121,4,1.0,0.999888,1.4142135623730951,1.4142135623730951,1.0
469,6330,5,0.951967,0.535479,1.3333333333333335,1.3333333333333335,1.0
1900,7716,5,0.970601,0.685862,1.3333333333333335,1.3333333333333335,1.0
